*History for Amtrak ALL TRAINS at SLM (Salem, OR)
*Train #	Sch Dp	Act Dp
500	03/11/2019 6:41 AM (Mo)	7:06AM
505	03/10/2019 7:11 PM (Su)	7:34PM
508	03/10/2019 5:41 PM (Su)	5:46PM
11	03/10/2019 3:37 PM (Su)	3:45PM
14	03/10/2019 2:55 PM (Su)	4:01PM
513	03/10/2019 1:36 PM (Su)	1:57PM
506	03/10/2019 10:11 AM (Su)	10:26AM
505	03/09/2019 7:11 PM (Sa)	8:09PM
508	03/09/2019 5:41 PM (Sa)	6:07PM
11	03/09/2019 3:37 PM (Sa)	4:07PM
14	03/09/2019 1:55 PM (Sa)	3:08PM
513	03/09/2019 1:36 PM (Sa)	1:49PM
506	03/09/2019 10:11 AM (Sa)	10:17AM
505	03/08/2019 7:11 PM (Fr)	7:37PM
508	03/08/2019 5:41 PM (Fr)	5:55PM
11	03/08/2019 3:37 PM (Fr)	4:13PM
14	03/08/2019 1:55 PM (Fr)	3:56PM
511	03/08/2019 10:51 AM (Fr)	10:57AM
500	03/08/2019 6:41 AM (Fr)	6:51AM
505	03/07/2019 7:11 PM (Th)	7:18PM
508	03/07/2019 5:41 PM (Th)	5:50PM
11	03/07/2019 3:37 PM (Th)	3:56PM
14	03/07/2019 1:55 PM (Th)	3:17PM
511	03/07/2019 10:51 AM (Th)	11:00AM
500	03/07/2019 6:41 AM (Th)	7:18AM
505	03/06/2019 7:11 PM (We)	7:40PM
508	03/06/2019 5:41 PM (We)	5:58PM
11	03/06/2019 3:37 PM (We)	3:46PM
14	03/06/2019 1:55 PM (We)	3:05PM
511	03/06/2019 10:51 AM (We)	11:00AM
500	03/06/2019 6:41 AM (We)	6:45AM
505	03/05/2019 7:11 PM (Tu)	7:41PM
508	03/05/2019 5:41 PM (Tu)	5:46PM
11	03/05/2019 3:37 PM (Tu)	3:39PM
14	03/05/2019 1:55 PM (Tu)	4:16PM
511	03/05/2019 10:51 AM (Tu)	11:45AM
500	03/05/2019 6:41 AM (Tu)	6:45AM
505	03/04/2019 7:11 PM (Mo)	7:23PM
508	03/04/2019 5:41 PM (Mo)	6:28PM
11	03/04/2019 3:37 PM (Mo)	3:59PM
14	03/04/2019 1:55 PM (Mo)	3:42PM
511	03/04/2019 10:51 AM (Mo)	11:14AM
500	03/04/2019 6:41 AM (Mo)	8:02AM
505	03/03/2019 7:11 PM (Su)	7:51PM
508	03/03/2019 5:41 PM (Su)	5:49PM
11	03/03/2019 3:37 PM (Su)	4:01PM
14	03/03/2019 1:55 PM (Su)	
513	03/03/2019 1:36 PM (Su)	1:46PM
506	03/03/2019 10:11 AM (Su)	10:20AM
505	03/02/2019 7:11 PM (Sa)	7:18PM
508	03/02/2019 5:41 PM (Sa)	5:41PM
11	03/02/2019 3:37 PM (Sa)	
14	03/02/2019 1:55 PM (Sa)	
513	03/02/2019 1:36 PM (Sa)	1:47PM
506	03/02/2019 10:11 AM (Sa)	10:40AM
505	03/01/2019 7:11 PM (Fr)	7:34PM
508	03/01/2019 5:41 PM (Fr)	5:49PM
11	03/01/2019 3:37 PM (Fr)	
14	03/01/2019 1:55 PM (Fr)	
511	03/01/2019 10:51 AM (Fr)	11:08AM
500	03/01/2019 6:41 AM (Fr)	7:23AM
505	02/28/2019 7:11 PM (Th)	8:09PM
508	02/28/2019 5:41 PM (Th)	6:00PM
11	02/28/2019 3:37 PM (Th)	
14	02/28/2019 1:55 PM (Th)	
511	02/28/2019 10:51 AM (Th)	11:18AM
500	02/28/2019 6:41 AM (Th)	7:05AM
505	02/27/2019 7:11 PM (We)	
508	02/27/2019 5:41 PM (We)	
11	02/27/2019 3:37 PM (We)	
14	02/27/2019 1:55 PM (We)	
511	02/27/2019 10:51 AM (We)	
500	02/27/2019 6:41 AM (We)	
505	02/26/2019 7:11 PM (Tu)	
508	02/26/2019 5:41 PM (Tu)	
11	02/26/2019 3:37 PM (Tu)	
14	02/26/2019 1:55 PM (Tu)	
511	02/26/2019 10:51 AM (Tu)	10:51AM
500	02/26/2019 6:41 AM (Tu)	
505	02/25/2019 7:11 PM (Mo)	
508	02/25/2019 5:41 PM (Mo)	
11	02/25/2019 3:37 PM (Mo)	
14	02/25/2019 1:55 PM (Mo)	
511	02/25/2019 10:51 AM (Mo)	
500	02/25/2019 6:41 AM (Mo)	7:35AM
505	02/24/2019 7:11 PM (Su)	7:28PM
508	02/24/2019 5:41 PM (Su)	5:58PM
11	02/24/2019 3:37 PM (Su)	3:38PM
14	02/24/2019 1:55 PM (Su)	2:14PM
513	02/24/2019 1:36 PM (Su)	1:57PM
506	02/24/2019 10:11 AM (Su)	10:35AM
505	02/23/2019 7:11 PM (Sa)	7:26PM
508	02/23/2019 5:41 PM (Sa)	5:45PM
11	02/23/2019 3:37 PM (Sa)	3:46PM
14	02/23/2019 1:55 PM (Sa)	3:09PM
513	02/23/2019 1:36 PM (Sa)	1:52PM
506	02/23/2019 10:11 AM (Sa)	10:16AM
505	02/22/2019 7:11 PM (Fr)	7:51PM
508	02/22/2019 5:41 PM (Fr)	5:43PM
11	02/22/2019 3:37 PM (Fr)	4:07PM
14	02/22/2019 1:55 PM (Fr)	2:45PM
511	02/22/2019 10:51 AM (Fr)	10:55AM
500	02/22/2019 6:41 AM (Fr)	6:54AM
505	02/21/2019 7:11 PM (Th)	7:51PM
508	02/21/2019 5:41 PM (Th)	5:45PM
11	02/21/2019 3:37 PM (Th)	3:55PM
14	02/21/2019 1:55 PM (Th)	3:10PM
511	02/21/2019 10:51 AM (Th)	10:56AM
500	02/21/2019 6:41 AM (Th)	6:44AM
505	02/20/2019 7:11 PM (We)	10:09PM
508	02/20/2019 5:41 PM (We)	6:06PM
11	02/20/2019 3:37 PM (We)	4:01PM
14	02/20/2019 1:55 PM (We)	3:04PM
511	02/20/2019 10:51 AM (We)	10:51AM
500	02/20/2019 6:41 AM (We)	6:45AM
505	02/19/2019 7:11 PM (Tu)	7:38PM
508	02/19/2019 5:41 PM (Tu)	5:46PM
11	02/19/2019 3:37 PM (Tu)	3:42PM
14	02/19/2019 1:55 PM (Tu)	2:45PM
511	02/19/2019 10:51 AM (Tu)	10:51AM
500	02/19/2019 6:41 AM (Tu)	6:47AM
505	02/18/2019 7:11 PM (Mo)	7:31PM
508	02/18/2019 5:41 PM (Mo)	5:49PM
11	02/18/2019 3:37 PM (Mo)	3:49PM
14	02/18/2019 1:55 PM (Mo)	2:08PM
511	02/18/2019 10:51 AM (Mo)	10:51AM
500	02/18/2019 6:41 AM (Mo)	7:00AM
505	02/17/2019 7:11 PM (Su)	7:39PM
508	02/17/2019 5:41 PM (Su)	5:51PM
11	02/17/2019 3:37 PM (Su)	3:37PM
14	02/17/2019 1:55 PM (Su)	4:56PM
513	02/17/2019 1:36 PM (Su)	1:41PM
506	02/17/2019 10:11 AM (Su)	10:37AM
505	02/16/2019 7:11 PM (Sa)	7:38PM
508	02/16/2019 5:41 PM (Sa)	5:41PM
11	02/16/2019 3:37 PM (Sa)	3:42PM
14	02/16/2019 1:55 PM (Sa)	5:59PM
513	02/16/2019 1:36 PM (Sa)	1:52PM
506	02/16/2019 10:11 AM (Sa)	10:22AM
505	02/15/2019 7:11 PM (Fr)	7:51PM
508	02/15/2019 5:41 PM (Fr)	5:46PM
11	02/15/2019 3:37 PM (Fr)	3:45PM
14	02/15/2019 1:55 PM (Fr)	4:04PM
511	02/15/2019 10:51 AM (Fr)	11:05AM
500	02/15/2019 6:41 AM (Fr)	6:52AM
505	02/14/2019 7:11 PM (Th)	7:57PM
508	02/14/2019 5:41 PM (Th)	
11	02/14/2019 3:37 PM (Th)	4:57PM
14	02/14/2019 1:55 PM (Th)	6:47PM
511	02/14/2019 10:51 AM (Th)	
500	02/14/2019 6:41 AM (Th)	7:00AM
505	02/13/2019 7:11 PM (We)	8:31PM
508	02/13/2019 5:41 PM (We)	
11	02/13/2019 3:37 PM (We)	5:46PM
14	02/13/2019 1:55 PM (We)	
511	02/13/2019 10:51 AM (We)	
500	02/13/2019 6:41 AM (We)	6:49AM
505	02/12/2019 7:11 PM (Tu)	7:30PM
508	02/12/2019 5:41 PM (Tu)	
11	02/12/2019 3:37 PM (Tu)	4:23PM
14	02/12/2019 1:55 PM (Tu)	3:19PM
511	02/12/2019 10:51 AM (Tu)	
500	02/12/2019 6:41 AM (Tu)	7:10AM
505	02/11/2019 7:11 PM (Mo)	8:29PM
508	02/11/2019 5:41 PM (Mo)	
11	02/11/2019 3:37 PM (Mo)	4:01PM
14	02/11/2019 1:55 PM (Mo)	3:29PM
511	02/11/2019 10:51 AM (Mo)	
500	02/11/2019 6:41 AM (Mo)	7:08AM
505	02/10/2019 7:11 PM (Su)	8:02PM
508	02/10/2019 5:41 PM (Su)	6:04PM
11	02/10/2019 3:37 PM (Su)	4:04PM
14	02/10/2019 1:55 PM (Su)	3:07PM
513	02/10/2019 1:36 PM (Su)	
506	02/10/2019 10:11 AM (Su)	
505	02/09/2019 7:11 PM (Sa)	8:21PM
508	02/09/2019 5:41 PM (Sa)	5:50PM
11	02/09/2019 3:37 PM (Sa)	4:06PM
14	02/09/2019 1:55 PM (Sa)	3:24PM
513	02/09/2019 1:36 PM (Sa)	
506	02/09/2019 10:11 AM (Sa)	
505	02/08/2019 7:11 PM (Fr)	7:20PM
508	02/08/2019 5:41 PM (Fr)	
11	02/08/2019 3:37 PM (Fr)	4:02PM
14	02/08/2019 1:55 PM (Fr)	3:45PM
511	02/08/2019 10:51 AM (Fr)	
500	02/08/2019 6:41 AM (Fr)	6:51AM
505	02/07/2019 7:11 PM (Th)	7:21PM
508	02/07/2019 5:41 PM (Th)	5:46PM
11	02/07/2019 3:37 PM (Th)	3:39PM
14	02/07/2019 1:55 PM (Th)	2:53PM
511	02/07/2019 10:51 AM (Th)	11:51AM
500	02/07/2019 6:41 AM (Th)	6:50AM
505	02/06/2019 7:11 PM (We)	7:25PM
508	02/06/2019 5:41 PM (We)	5:48PM
11	02/06/2019 3:37 PM (We)	3:49PM
14	02/06/2019 1:55 PM (We)	7:10PM
511	02/06/2019 10:51 AM (We)	11:29AM
500	02/06/2019 6:41 AM (We)	6:49AM
505	02/05/2019 7:11 PM (Tu)	7:48PM
508	02/05/2019 5:41 PM (Tu)	5:55PM
11	02/05/2019 3:37 PM (Tu)	3:49PM
14	02/05/2019 1:55 PM (Tu)	3:07PM
511	02/05/2019 10:51 AM (Tu)	11:08AM
500	02/05/2019 6:41 AM (Tu)	6:53AM
505	02/04/2019 7:11 PM (Mo)	9:41PM
508	02/04/2019 5:41 PM (Mo)	6:02PM
11	02/04/2019 3:37 PM (Mo)	3:39PM
14	02/04/2019 1:55 PM (Mo)	4:34PM
511	02/04/2019 10:51 AM (Mo)	11:06AM
500	02/04/2019 6:41 AM (Mo)	6:45AM
505	02/03/2019 7:11 PM (Su)	7:19PM
508	02/03/2019 5:41 PM (Su)	5:54PM
11	02/03/2019 3:37 PM (Su)	3:37PM
14	02/03/2019 1:55 PM (Su)	
513	02/03/2019 1:36 PM (Su)	1:45PM
506	02/03/2019 10:11 AM (Su)	10:17AM
505	02/02/2019 7:11 PM (Sa)	7:37PM
508	02/02/2019 5:41 PM (Sa)	5:53PM
11	02/02/2019 3:37 PM (Sa)	3:42PM
14	02/02/2019 1:55 PM (Sa)	2:21PM
513	02/02/2019 1:36 PM (Sa)	1:45PM
506	02/02/2019 10:11 AM (Sa)	10:19AM
505	02/01/2019 7:11 PM (Fr)	7:55PM
508	02/01/2019 5:41 PM (Fr)	5:49PM
11	02/01/2019 3:37 PM (Fr)	4:46PM
14	02/01/2019 1:55 PM (Fr)	3:58PM
511	02/01/2019 10:51 AM (Fr)	12:04PM
500	02/01/2019 6:41 AM (Fr)	6:52AM
505	01/31/2019 7:11 PM (Th)	8:00PM
508	01/31/2019 5:41 PM (Th)	
11	01/31/2019 3:37 PM (Th)	3:54PM
14	01/31/2019 1:55 PM (Th)	6:04PM
511	01/31/2019 10:51 AM (Th)	
500	01/31/2019 6:41 AM (Th)	7:00AM
505	01/30/2019 7:11 PM (We)	7:37PM
508	01/30/2019 5:41 PM (We)	
11	01/30/2019 3:37 PM (We)	6:15PM
14	01/30/2019 1:55 PM (We)	7:08PM
511	01/30/2019 10:51 AM (We)	
500	01/30/2019 6:41 AM (We)	7:39AM
505	01/29/2019 7:11 PM (Tu)	7:41PM
508	01/29/2019 5:41 PM (Tu)	
11	01/29/2019 3:37 PM (Tu)	4:00PM
14	01/29/2019 1:55 PM (Tu)	3:39PM
511	01/29/2019 10:51 AM (Tu)	
500	01/29/2019 6:41 AM (Tu)	7:04AM
505	01/28/2019 7:11 PM (Mo)	9:59PM
508	01/28/2019 5:41 PM (Mo)	
11	01/28/2019 3:37 PM (Mo)	4:45PM
14	01/28/2019 1:55 PM (Mo)	4:24PM
511	01/28/2019 10:51 AM (Mo)	
500	01/28/2019 6:41 AM (Mo)	7:13AM
505	01/27/2019 7:11 PM (Su)	7:42PM
508	01/27/2019 5:41 PM (Su)	6:18PM
11	01/27/2019 3:37 PM (Su)	3:48PM
14	01/27/2019 1:55 PM (Su)	2:50PM
513	01/27/2019 1:36 PM (Su)	
506	01/27/2019 10:11 AM (Su)	
505	01/26/2019 7:11 PM (Sa)	7:40PM
508	01/26/2019 5:41 PM (Sa)	5:59PM
11	01/26/2019 3:37 PM (Sa)	3:48PM
14	01/26/2019 1:55 PM (Sa)	3:29PM
513	01/26/2019 1:36 PM (Sa)	
506	01/26/2019 10:11 AM (Sa)	
505	01/25/2019 7:11 PM (Fr)	7:52PM
508	01/25/2019 5:41 PM (Fr)	
11	01/25/2019 3:37 PM (Fr)	3:38PM
14	01/25/2019 1:55 PM (Fr)	4:00PM
511	01/25/2019 10:51 AM (Fr)	
500	01/25/2019 6:41 AM (Fr)	7:07AM
505	01/24/2019 7:11 PM (Th)	7:48PM
508	01/24/2019 5:41 PM (Th)	
11	01/24/2019 3:37 PM (Th)	3:49PM
14	01/24/2019 1:55 PM (Th)	4:23PM
511	01/24/2019 10:51 AM (Th)	
500	01/24/2019 6:41 AM (Th)	6:57AM
505	01/23/2019 7:11 PM (We)	7:21PM
508	01/23/2019 5:41 PM (We)	
11	01/23/2019 3:37 PM (We)	3:53PM
14	01/23/2019 1:55 PM (We)	2:46PM
511	01/23/2019 10:51 AM (We)	
500	01/23/2019 6:41 AM (We)	6:50AM
505	01/22/2019 7:11 PM (Tu)	8:02PM
508	01/22/2019 5:41 PM (Tu)	5:47PM
11	01/22/2019 3:37 PM (Tu)	3:45PM
14	01/22/2019 1:55 PM (Tu)	3:25PM
511	01/22/2019 10:51 AM (Tu)	11:21AM
500	01/22/2019 6:41 AM (Tu)	6:51AM
505	01/21/2019 7:11 PM (Mo)	7:49PM
508	01/21/2019 5:41 PM (Mo)	7:08PM
11	01/21/2019 3:37 PM (Mo)	4:04PM
14	01/21/2019 1:55 PM (Mo)	2:26PM
511	01/21/2019 10:51 AM (Mo)	11:16AM
500	01/21/2019 6:41 AM (Mo)	6:55AM
505	01/20/2019 7:11 PM (Su)	8:05PM
508	01/20/2019 5:41 PM (Su)	5:51PM
11	01/20/2019 3:37 PM (Su)	3:39PM
14	01/20/2019 1:55 PM (Su)	2:42PM
513	01/20/2019 1:36 PM (Su)	1:46PM
506	01/20/2019 10:11 AM (Su)	10:14AM
505	01/19/2019 7:11 PM (Sa)	7:38PM
508	01/19/2019 5:41 PM (Sa)	6:24PM
11	01/19/2019 3:37 PM (Sa)	4:18PM
14	01/19/2019 1:55 PM (Sa)	3:56PM
513	01/19/2019 1:36 PM (Sa)	1:49PM
506	01/19/2019 10:11 AM (Sa)	10:21AM
505	01/18/2019 7:11 PM (Fr)	7:43PM
508	01/18/2019 5:41 PM (Fr)	5:46PM
11	01/18/2019 3:37 PM (Fr)	4:05PM
14	01/18/2019 1:55 PM (Fr)	11:02PM
511	01/18/2019 10:51 AM (Fr)	11:06AM
500	01/18/2019 6:41 AM (Fr)	6:55AM
505	01/17/2019 7:11 PM (Th)	7:27PM
508	01/17/2019 5:41 PM (Th)	6:02PM
11	01/17/2019 3:37 PM (Th)	3:49PM
14	01/17/2019 1:55 PM (Th)	3:33PM
511	01/17/2019 10:51 AM (Th)	11:10AM
500	01/17/2019 6:41 AM (Th)	6:47AM
505	01/16/2019 7:11 PM (We)	7:44PM
508	01/16/2019 5:41 PM (We)	6:24PM
11	01/16/2019 3:37 PM (We)	4:59PM
14	01/16/2019 1:55 PM (We)	2:05PM
511	01/16/2019 10:51 AM (We)	10:59AM
500	01/16/2019 6:41 AM (We)	6:45AM
505	01/15/2019 7:11 PM (Tu)	7:51PM
508	01/15/2019 5:41 PM (Tu)	5:57PM
11	01/15/2019 3:37 PM (Tu)	3:52PM
14	01/15/2019 1:55 PM (Tu)	2:47PM
511	01/15/2019 10:51 AM (Tu)	11:43AM
500	01/15/2019 6:41 AM (Tu)	6:58AM
505	01/14/2019 7:11 PM (Mo)	7:14PM
508	01/14/2019 5:41 PM (Mo)	
11	01/14/2019 3:37 PM (Mo)	4:10PM
14	01/14/2019 1:55 PM (Mo)	3:44PM
511	01/14/2019 10:51 AM (Mo)	
500	01/14/2019 6:41 AM (Mo)	7:26AM
505	01/13/2019 7:11 PM (Su)	8:03PM
508	01/13/2019 5:41 PM (Su)	6:33PM
11	01/13/2019 3:37 PM (Su)	4:03PM
14	01/13/2019 1:55 PM (Su)	3:14PM
513	01/13/2019 1:36 PM (Su)	
506	01/13/2019 10:11 AM (Su)	
505	01/12/2019 7:11 PM (Sa)	8:22PM
508	01/12/2019 5:41 PM (Sa)	6:10PM
11	01/12/2019 3:37 PM (Sa)	3:50PM
14	01/12/2019 1:55 PM (Sa)	3:11PM
513	01/12/2019 1:36 PM (Sa)	
506	01/12/2019 10:11 AM (Sa)	
505	01/11/2019 7:11 PM (Fr)	7:34PM
508	01/11/2019 5:41 PM (Fr)	
11	01/11/2019 3:37 PM (Fr)	3:41PM
14	01/11/2019 1:55 PM (Fr)	3:58PM
511	01/11/2019 10:51 AM (Fr)	
500	01/11/2019 6:41 AM (Fr)	8:07AM
505	01/10/2019 7:11 PM (Th)	7:34PM
508	01/10/2019 5:41 PM (Th)	
11	01/10/2019 3:37 PM (Th)	3:44PM
14	01/10/2019 1:55 PM (Th)	5:19PM
511	01/10/2019 10:51 AM (Th)	
500	01/10/2019 6:41 AM (Th)	6:54AM
505	01/09/2019 7:11 PM (We)	7:22PM
508	01/09/2019 5:41 PM (We)	
11	01/09/2019 3:37 PM (We)	4:39PM
14	01/09/2019 1:55 PM (We)	3:44PM
511	01/09/2019 10:51 AM (We)	
500	01/09/2019 6:41 AM (We)	6:58AM
505	01/08/2019 7:11 PM (Tu)	8:05PM
508	01/08/2019 5:41 PM (Tu)	
11	01/08/2019 3:37 PM (Tu)	3:50PM
14	01/08/2019 1:55 PM (Tu)	2:59PM
511	01/08/2019 10:51 AM (Tu)	
500	01/08/2019 6:41 AM (Tu)	6:45AM
505	01/07/2019 7:11 PM (Mo)	7:54PM
508	01/07/2019 5:41 PM (Mo)	6:01PM
11	01/07/2019 3:37 PM (Mo)	3:58PM
14	01/07/2019 1:55 PM (Mo)	4:17PM
511	01/07/2019 10:51 AM (Mo)	11:12AM
500	01/07/2019 6:41 AM (Mo)	6:49AM
505	01/06/2019 7:11 PM (Su)	7:46PM
508	01/06/2019 5:41 PM (Su)	5:56PM
11	01/06/2019 3:37 PM (Su)	4:33PM
14	01/06/2019 1:55 PM (Su)	2:43PM
513	01/06/2019 1:36 PM (Su)	1:47PM
506	01/06/2019 10:11 AM (Su)	10:24AM
505	01/05/2019 7:11 PM (Sa)	7:32PM
508	01/05/2019 5:41 PM (Sa)	5:47PM
11	01/05/2019 3:37 PM (Sa)	3:49PM
14	01/05/2019 1:55 PM (Sa)	4:28PM
513	01/05/2019 1:36 PM (Sa)	2:06PM
506	01/05/2019 10:11 AM (Sa)	10:16AM
505	01/04/2019 7:11 PM (Fr)	7:25PM
508	01/04/2019 5:41 PM (Fr)	5:59PM
11	01/04/2019 3:37 PM (Fr)	4:34PM
14	01/04/2019 1:55 PM (Fr)	2:58PM
511	01/04/2019 10:51 AM (Fr)	11:20AM
500	01/04/2019 6:41 AM (Fr)	6:48AM
505	01/03/2019 7:11 PM (Th)	7:43PM
508	01/03/2019 5:41 PM (Th)	5:48PM
11	01/03/2019 3:37 PM (Th)	3:40PM
14	01/03/2019 1:55 PM (Th)	6:31PM
511	01/03/2019 10:51 AM (Th)	11:34AM
500	01/03/2019 6:41 AM (Th)	6:45AM
505	01/02/2019 7:11 PM (We)	9:00PM
508	01/02/2019 5:41 PM (We)	5:47PM
11	01/02/2019 3:37 PM (We)	3:37PM
14	01/02/2019 1:55 PM (We)	2:09PM
511	01/02/2019 10:51 AM (We)	11:10AM
500	01/02/2019 6:41 AM (We)	6:56AM
505	01/01/2019 7:11 PM (Tu)	7:36PM
508	01/01/2019 5:41 PM (Tu)	5:51PM
11	01/01/2019 3:37 PM (Tu)	3:40PM
14	01/01/2019 1:55 PM (Tu)	2:34PM
513	01/01/2019 1:36 PM (Tu)	1:40PM
506	01/01/2019 10:11 AM (Tu)	10:20AM
505	12/31/2018 7:11 PM (Mo)	7:31PM
508	12/31/2018 5:41 PM (Mo)	6:07PM
11	12/31/2018 3:37 PM (Mo)	4:32PM
14	12/31/2018 1:55 PM (Mo)	2:06PM
513	12/31/2018 1:36 PM (Mo)	1:46PM
506	12/31/2018 10:11 AM (Mo)	10:16AM
505	12/30/2018 7:11 PM (Su)	7:39PM
508	12/30/2018 5:41 PM (Su)	6:30PM
11	12/30/2018 3:37 PM (Su)	3:37PM
14	12/30/2018 1:55 PM (Su)	8:04PM
513	12/30/2018 1:36 PM (Su)	1:42PM
506	12/30/2018 10:11 AM (Su)	10:15AM
505	12/29/2018 7:11 PM (Sa)	7:22PM
508	12/29/2018 5:41 PM (Sa)	5:43PM
11	12/29/2018 3:37 PM (Sa)	3:40PM
14	12/29/2018 1:55 PM (Sa)	3:00PM
513	12/29/2018 1:36 PM (Sa)	1:38PM
506	12/29/2018 10:11 AM (Sa)	10:22AM
505	12/28/2018 7:11 PM (Fr)	7:52PM
508	12/28/2018 5:41 PM (Fr)	6:00PM
11	12/28/2018 3:37 PM (Fr)	4:31PM
14	12/28/2018 1:55 PM (Fr)	2:27PM
511	12/28/2018 10:51 AM (Fr)	10:59AM
500	12/28/2018 6:41 AM (Fr)	7:00AM
505	12/27/2018 7:11 PM (Th)	7:49PM
508	12/27/2018 5:41 PM (Th)	6:09PM
11	12/27/2018 3:37 PM (Th)	6:37PM
14	12/27/2018 1:55 PM (Th)	5:59PM
511	12/27/2018 10:51 AM (Th)	10:56AM
500	12/27/2018 6:41 AM (Th)	6:47AM
505	12/26/2018 7:11 PM (We)	7:21PM
508	12/26/2018 5:41 PM (We)	5:49PM
11	12/26/2018 3:37 PM (We)	3:50PM
14	12/26/2018 1:55 PM (We)	2:22PM
511	12/26/2018 10:51 AM (We)	11:06AM
500	12/26/2018 6:41 AM (We)	6:45AM
505	12/25/2018 7:11 PM (Tu)	7:35PM
508	12/25/2018 5:41 PM (Tu)	5:54PM
11	12/25/2018 3:37 PM (Tu)	3:41PM
14	12/25/2018 1:55 PM (Tu)	2:22PM
513	12/25/2018 1:36 PM (Tu)	1:42PM
506	12/25/2018 10:11 AM (Tu)	10:14AM
505	12/24/2018 7:11 PM (Mo)	7:15PM
508	12/24/2018 5:41 PM (Mo)	5:51PM
11	12/24/2018 3:37 PM (Mo)	3:52PM
14	12/24/2018 1:55 PM (Mo)	4:15PM
513	12/24/2018 1:36 PM (Mo)	1:44PM
506	12/24/2018 10:11 AM (Mo)	10:15AM
505	12/23/2018 7:11 PM (Su)	7:34PM
508	12/23/2018 5:41 PM (Su)	5:45PM
11	12/23/2018 3:37 PM (Su)	3:37PM
14	12/23/2018 1:55 PM (Su)	5:03PM
513	12/23/2018 1:36 PM (Su)	1:41PM
506	12/23/2018 10:11 AM (Su)	10:20AM
505	12/22/2018 7:11 PM (Sa)	7:33PM
508	12/22/2018 5:41 PM (Sa)	5:47PM
11	12/22/2018 3:37 PM (Sa)	3:37PM
14	12/22/2018 1:55 PM (Sa)	3:56PM
513	12/22/2018 1:36 PM (Sa)	1:42PM
506	12/22/2018 10:11 AM (Sa)	10:19AM
505	12/21/2018 7:11 PM (Fr)	7:39PM
508	12/21/2018 5:41 PM (Fr)	5:52PM
11	12/21/2018 3:37 PM (Fr)	3:43PM
14	12/21/2018 1:55 PM (Fr)	3:23PM
511	12/21/2018 10:51 AM (Fr)	11:06AM
500	12/21/2018 6:41 AM (Fr)	6:50AM
505	12/20/2018 7:11 PM (Th)	7:38PM
508	12/20/2018 5:41 PM (Th)	5:59PM
11	12/20/2018 3:37 PM (Th)	4:46PM
14	12/20/2018 1:55 PM (Th)	2:45PM
511	12/20/2018 10:51 AM (Th)	11:09AM
500	12/20/2018 6:41 AM (Th)	7:05AM
505	12/19/2018 7:11 PM (We)	7:55PM
508	12/19/2018 5:41 PM (We)	5:54PM
11	12/19/2018 3:37 PM (We)	3:57PM
14	12/19/2018 1:55 PM (We)	2:51PM
511	12/19/2018 10:51 AM (We)	11:05AM
500	12/19/2018 6:41 AM (We)	6:53AM
505	12/18/2018 7:11 PM (Tu)	7:40PM
508	12/18/2018 5:41 PM (Tu)	5:47PM
11	12/18/2018 3:37 PM (Tu)	3:53PM
14	12/18/2018 1:55 PM (Tu)	3:12PM
511	12/18/2018 10:51 AM (Tu)	10:54AM
500	12/18/2018 6:41 AM (Tu)	6:53AM
505	12/17/2018 7:11 PM (Mo)	7:39PM
508	12/17/2018 5:41 PM (Mo)	5:52PM
11	12/17/2018 3:37 PM (Mo)	5:04PM
14	12/17/2018 1:55 PM (Mo)	3:07PM
511	12/17/2018 10:51 AM (Mo)	11:02AM
500	12/17/2018 6:41 AM (Mo)	6:42AM
505	12/16/2018 7:11 PM (Su)	7:43PM
508	12/16/2018 5:41 PM (Su)	5:56PM
11	12/16/2018 3:37 PM (Su)	3:38PM
14	12/16/2018 1:55 PM (Su)	10:27PM
513	12/16/2018 1:36 PM (Su)	1:41PM
506	12/16/2018 10:11 AM (Su)	10:16AM
505	12/15/2018 7:11 PM (Sa)	7:30PM
508	12/15/2018 5:41 PM (Sa)	5:41PM
11	12/15/2018 3:37 PM (Sa)	3:50PM
14	12/15/2018 1:55 PM (Sa)	3:34PM
513	12/15/2018 1:36 PM (Sa)	1:40PM
506	12/15/2018 10:11 AM (Sa)	10:23AM
505	12/14/2018 7:11 PM (Fr)	8:33PM
508	12/14/2018 5:41 PM (Fr)	5:52PM
11	12/14/2018 3:37 PM (Fr)	3:58PM
14	12/14/2018 1:55 PM (Fr)	3:17PM
511	12/14/2018 10:51 AM (Fr)	11:17AM
500	12/14/2018 6:41 AM (Fr)	6:51AM
505	12/13/2018 7:11 PM (Th)	7:42PM
508	12/13/2018 5:41 PM (Th)	5:58PM
11	12/13/2018 3:37 PM (Th)	3:49PM
14	12/13/2018 1:55 PM (Th)	2:50PM
511	12/13/2018 10:51 AM (Th)	10:58AM
500	12/13/2018 6:41 AM (Th)	7:02AM
505	12/12/2018 7:11 PM (We)	7:35PM
508	12/12/2018 5:41 PM (We)	5:52PM
11	12/12/2018 3:37 PM (We)	3:40PM
14	12/12/2018 1:55 PM (We)	2:15PM
511	12/12/2018 10:51 AM (We)	11:04AM
500	12/12/2018 6:41 AM (We)	6:50AM
505	12/11/2018 7:11 PM (Tu)	9:28PM
508	12/11/2018 5:41 PM (Tu)	5:47PM
11	12/11/2018 3:37 PM (Tu)	3:51PM
14	12/11/2018 1:55 PM (Tu)	2:04PM
511	12/11/2018 10:51 AM (Tu)	10:53AM
500	12/11/2018 6:41 AM (Tu)	6:44AM
