*History for Amtrak ALL TRAINS at SLM (Salem, OR)
*Train #	Sch Dp	Act Dp
505	09/12/2018 7:11 PM (We)	7:37PM
508	09/12/2018 5:41 PM (We)	5:47PM
11	09/12/2018 3:37 PM (We)	3:52PM
14	09/12/2018 1:55 PM (We)	4:09PM
511	09/12/2018 10:51 AM (We)	10:59AM
500	09/12/2018 6:41 AM (We)	6:54AM
505	09/11/2018 7:11 PM (Tu)	7:41PM
508	09/11/2018 5:41 PM (Tu)	5:55PM
11	09/11/2018 3:37 PM (Tu)	3:38PM
14	09/11/2018 1:55 PM (Tu)	
511	09/11/2018 10:51 AM (Tu)	11:01AM
500	09/11/2018 6:41 AM (Tu)	6:42AM
505	09/10/2018 7:11 PM (Mo)	7:13PM
508	09/10/2018 5:41 PM (Mo)	5:46PM
11	09/10/2018 3:37 PM (Mo)	3:55PM
14	09/10/2018 1:55 PM (Mo)	2:59PM
511	09/10/2018 10:51 AM (Mo)	11:05AM
500	09/10/2018 6:41 AM (Mo)	6:48AM
505	09/09/2018 7:11 PM (Su)	7:58PM
508	09/09/2018 5:41 PM (Su)	5:46PM
11	09/09/2018 3:37 PM (Su)	3:43PM
14	09/09/2018 1:55 PM (Su)	3:00PM
513	09/09/2018 1:36 PM (Su)	1:40PM
506	09/09/2018 10:11 AM (Su)	10:13AM
505	09/08/2018 7:11 PM (Sa)	7:39PM
508	09/08/2018 5:41 PM (Sa)	5:50PM
11	09/08/2018 3:37 PM (Sa)	
14	09/08/2018 1:55 PM (Sa)	3:25PM
513	09/08/2018 1:36 PM (Sa)	1:47PM
506	09/08/2018 10:11 AM (Sa)	10:46AM
505	09/07/2018 7:11 PM (Fr)	8:06PM
508	09/07/2018 5:41 PM (Fr)	5:46PM
11	09/07/2018 3:37 PM (Fr)	3:47PM
14	09/07/2018 1:55 PM (Fr)	7:30PM
511	09/07/2018 10:51 AM (Fr)	11:02AM
500	09/07/2018 6:41 AM (Fr)	6:56AM
505	09/06/2018 7:11 PM (Th)	7:58PM
508	09/06/2018 5:41 PM (Th)	5:46PM
11	09/06/2018 3:37 PM (Th)	3:37PM
14	09/06/2018 1:55 PM (Th)	7:19PM
511	09/06/2018 10:51 AM (Th)	10:54AM
500	09/06/2018 6:41 AM (Th)	6:46AM
505	09/05/2018 7:11 PM (We)	9:18PM
508	09/05/2018 5:41 PM (We)	5:57PM
11	09/05/2018 3:37 PM (We)	4:08PM
14	09/05/2018 1:55 PM (We)	3:08PM
511	09/05/2018 10:51 AM (We)	11:06AM
500	09/05/2018 6:41 AM (We)	7:38AM
505	09/04/2018 7:11 PM (Tu)	7:45PM
508	09/04/2018 5:41 PM (Tu)	5:44PM
11	09/04/2018 3:37 PM (Tu)	3:58PM
14	09/04/2018 1:55 PM (Tu)	3:09PM
511	09/04/2018 10:51 AM (Tu)	11:56AM
500	09/04/2018 6:41 AM (Tu)	7:10AM
505	09/03/2018 7:11 PM (Mo)	8:12PM
508	09/03/2018 5:41 PM (Mo)	5:57PM
11	09/03/2018 3:37 PM (Mo)	3:48PM
14	09/03/2018 1:55 PM (Mo)	2:29PM
511	09/03/2018 10:51 AM (Mo)	
500	09/03/2018 6:41 AM (Mo)	
505	09/02/2018 7:11 PM (Su)	7:56PM
508	09/02/2018 5:41 PM (Su)	5:43PM
11	09/02/2018 3:37 PM (Su)	3:37PM
14	09/02/2018 1:55 PM (Su)	2:35PM
513	09/02/2018 1:36 PM (Su)	2:02PM
506	09/02/2018 10:11 AM (Su)	10:37AM
505	09/01/2018 7:11 PM (Sa)	7:28PM
508	09/01/2018 5:41 PM (Sa)	5:45PM
11	09/01/2018 3:37 PM (Sa)	3:38PM
14	09/01/2018 1:55 PM (Sa)	4:12PM
513	09/01/2018 1:36 PM (Sa)	1:43PM
506	09/01/2018 10:11 AM (Sa)	10:14AM
